"station"	"date"	"layer"	"no23f..Data.values"	"no23f..Data.value2"	"no23f.remark.codes"	"no23f.value.codes"	"no23f.reporting.level"	"no23f.reporting.method"	"no23f.reporting.units"	"no23f.analyte.method"	"no23f.analyte.name"	"no23f.unique.code"
"CB5.1"	1999-06-07	"S"	 0.01180	 0.01180	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-06	"B"	 0.01730	 0.01730	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-06	"S"	 0.00310	 0.00310	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-19	"B"	 0.00130	 0.00130	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-07-19	"S"	 0.00130	 0.00130	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-03	"B"	 0.00170	 0.00170	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-03	"S"	 0.00130	 0.00130	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-16	"B"	 0.00330	 0.00330	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-08-16	"S"	 0.00420	 0.00420	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-09-20	"B"	 0.09550	 0.09550	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-09-20	"S"	 0.00180	 0.00180	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-10-04	"B"	 0.04260	 0.04260	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-10-04	"S"	 0.00750	 0.00750	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-11-01	"B"	 0.01920	 0.01920	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-11-01	"S"	 0.00210	 0.00210	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-12-06	"B"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"CB5.1"	1999-12-06	"S"	 0.03700	 0.03700	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-01-18	"B"	 0.04700	 0.04700	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-01-18	"S"	 0.06060	 0.06060	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-02-14	"B"	 0.01120	 0.01120	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-02-14	"S"	 0.12100	 0.12100	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-03-13	"B"	 0.01960	 0.01960	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-03-13	"S"	 0.31600	 0.31600	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-04-10	"B"	 0.04310	 0.04310	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-04-10	"S"	 0.29500	 0.29500	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-04-24	"B"	 0.02790	 0.02790	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-04-24	"S"	 0.26200	 0.26200	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-05-08	"B"	 0.02650	 0.02650	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-05-08	"S"	 0.19500	 0.19500	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-05-24	"B"	 0.00220	 0.00220	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-05-24	"S"	 0.11300	 0.11300	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-06-12	"B"	 0.02760	 0.02760	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-06-12	"S"	 0.07990	 0.07990	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-07-10	"B"	 0.00170	 0.00170	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-07-10	"S"	 0.00120	 0.00120	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-07-24	"B"	 0.00120	 0.00120	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-07-24	"S"	 0.00190	 0.00190	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-08-07	"B"	 0.00830	 0.00830	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-08-07	"S"	 0.00540	 0.00540	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-08-21	"B"	 0.02520	 0.02520	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-08-21	"S"	 0.00900	 0.00900	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-09-11	"B"	 0.21000	 0.21000	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-09-11	"S"	 0.00740	 0.00740	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-10-10	"B"	 0.10800	 0.10800	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-10-10	"S"	 0.02490	 0.02490	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-11-13	"B"	 0.01070	 0.01070	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-11-13	"S"	 0.00460	 0.00460	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-12-11	"B"	 0.00340	 0.00340	" "	""	NA	""	""	""	""	""
"CB5.1"	2000-12-11	"S"	 0.00260	 0.00260	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-01-11	"B"	 0.00640	 0.00640	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-01-11	"S"	 0.06260	 0.06260	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-02-12	"B"	 0.00380	 0.00380	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-02-12	"S"	 0.04410	 0.04410	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-03-19	"B"	 0.01740	 0.01740	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-03-19	"S"	 0.07150	 0.07150	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-04-02	"B"	 0.00510	 0.00510	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-04-02	"S"	 0.08800	 0.08800	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-04-16	"B"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-04-16	"S"	 0.20200	 0.20200	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-05-07	"B"	 0.02080	 0.02080	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-05-07	"S"	 0.27900	 0.27900	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-05-29	"B"	 0.01710	 0.01710	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-05-29	"S"	 0.13600	 0.13600	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-06-11	"B"	 0.02660	 0.02660	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-06-11	"S"	 0.03690	 0.03690	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-07-09	"B"	 0.01250	 0.01250	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-07-09	"S"	 0.01990	 0.01990	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-07-23	"B"	 0.01560	 0.01560	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-07-23	"S"	 0.01370	 0.01370	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-08-13	"B"	 0.12200	 0.12200	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-08-13	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-08-27	"B"	 0.11300	 0.11300	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-08-27	"S"	 0.02370	 0.02370	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-09-10	"B"	 0.14200	 0.14200	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-09-10	"S"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-10-15	"B"	 0.04550	 0.04550	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-10-15	"S"	 0.00480	 0.00480	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-11-13	"B"	 0.00420	 0.00420	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-11-13	"S"	 0.00070	 0.00070	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-12-10	"B"	 0.00860	 0.00860	" "	""	NA	""	""	""	""	""
"CB5.1"	2001-12-10	"S"	 0.00530	 0.00530	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-01-08	"B"	 0.00310	 0.00310	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-01-08	"S"	 0.00660	 0.00660	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-02-13	"B"	 0.00220	 0.00220	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-02-13	"S"	 0.00180	 0.00180	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-03-11	"B"	 0.00140	 0.00140	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-03-11	"S"	 0.00160	 0.00160	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-04-08	"B"	 0.00320	 0.00320	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-04-08	"S"	 0.01790	 0.01790	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-04-22	"B"	 0.00190	 0.00190	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-04-22	"S"	 0.08830	 0.08830	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-05-06	"B"	 0.00560	 0.00560	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-05-06	"S"	 0.07540	 0.07540	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-05-20	"B"	 0.00950	 0.00950	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-05-20	"S"	 0.04680	 0.04680	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-06-17	"B"	 0.01000	 0.01000	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-06-17	"S"	 0.01720	 0.01720	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-07-15	"B"	 0.03240	 0.03240	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-07-15	"S"	 0.00600	 0.00600	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-07-29	"B"	 0.08910	 0.08910	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-07-29	"S"	 0.00160	 0.00160	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-08-12	"B"	 0.10100	 0.10100	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-08-12	"S"	 0.02870	 0.02870	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-08-26	"B"	 0.23300	 0.23300	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-08-26	"S"	 0.00210	 0.00210	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-09-16	"B"	 0.08910	 0.08910	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-09-16	"S"	 0.00680	 0.00680	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-10-15	"B"	 0.02390	 0.02390	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-10-15	"S"	 0.04140	 0.04140	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-11-12	"B"	 0.04050	 0.04050	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-11-12	"S"	 0.02280	 0.02280	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-12-10	"B"	 0.02750	 0.02750	" "	""	NA	""	""	""	""	""
"CB5.1"	2002-12-10	"S"	 0.12200	 0.12200	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-01-14	"B"	 0.03110	 0.03110	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-01-14	"S"	 0.39600	 0.39600	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-02-10	"B"	 0.04890	 0.04890	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-02-10	"S"	 0.41500	 0.41500	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-03-10	"B"	 0.13200	 0.13200	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-03-10	"S"	 0.39300	 0.39300	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-04-08	"B"	 0.19000	 0.19000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-04-08	"S"	 0.65000	 0.65000	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-04-21	"B"	 0.14600	 0.14600	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-04-21	"S"	 0.52800	 0.52800	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-05-05	"B"	 0.04780	 0.04780	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-05-05	"S"	 0.42900	 0.42900	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-05-19	"B"	 0.09330	 0.09330	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-05-19	"S"	 0.25800	 0.25800	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-06-16	"B"	 0.08230	 0.08230	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-06-16	"S"	 0.08920	 0.08920	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-07-07	"B"	 0.03120	 0.03120	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-07-07	"S"	 0.12100	 0.12100	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-07-21	"B"	 0.00620	 0.00620	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-07-21	"S"	 0.00160	 0.00160	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-08-04	"B"	 0.00330	 0.00330	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-08-04	"S"	 0.00490	 0.00490	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-08-18	"B"	 0.00120	 0.00120	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-08-18	"S"	 0.00560	 0.00560	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-09-15	"B"	 0.00780	 0.00780	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-09-15	"S"	 0.01390	 0.01390	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-09-24	"B"	 0.03120	 0.03120	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-09-24	"S"	 0.03980	 0.03980	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-10-06	"B"	 0.27800	 0.27800	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-10-06	"S"	 0.13700	 0.13700	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-11-17	"B"	 0.06970	 0.06970	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-11-17	"S"	 0.24800	 0.24800	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-12-16	"B"	 0.04970	 0.04970	" "	""	NA	""	""	""	""	""
"CB5.1"	2003-12-16	"S"	 0.48000	 0.48000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-01-13	"B"	 0.06670	 0.06670	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-01-13	"S"	 0.67700	 0.67700	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-02-17	"B"	 0.13200	 0.13200	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-02-17	"S"	 0.46700	 0.46700	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-03-15	"B"	 0.19100	 0.19100	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-03-15	"S"	 0.61600	 0.61600	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-04-12	"B"	 0.21500	 0.21500	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-04-12	"S"	 0.58500	 0.58500	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-04-26	"B"	 0.26900	 0.26900	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-04-26	"S"	 0.57000	 0.57000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-05-10	"B"	 0.34500	 0.34500	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-05-10	"S"	 0.55000	 0.55000	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-05-24	"B"	 0.18200	 0.18200	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-05-24	"S"	 0.36500	 0.36500	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-06-07	"B"	 0.07120	 0.07120	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-06-07	"S"	 0.37900	 0.37900	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-06-22	"B"	 0.05990	 0.05990	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-06-22	"S"	 0.07500	 0.07500	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-07-06	"B"	 0.00170	 0.00170	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-07-06	"S"	 0.00130	 0.00130	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-07-19	"B"	 0.00200	 0.00200	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-07-19	"S"	 0.01090	 0.01090	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-08-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-08-09	"S"	 0.12600	 0.12600	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-08-23	"B"	 0.08980	 0.08980	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-08-23	"S"	 0.00550	 0.00550	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-09-20	"B"	 0.24300	 0.24300	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-09-20	"S"	 0.20300	 0.20300	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-10-13	"B"	 0.21100	 0.21100	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-10-13	"S"	 0.29800	 0.29800	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-11-09	"B"	 0.05610	 0.05610	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-11-09	"S"	 0.25400	 0.25400	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-12-06	"B"	 0.10500	 0.10500	" "	""	NA	""	""	""	""	""
"CB5.1"	2004-12-06	"S"	 0.21900	 0.21900	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-01-11	"B"	 0.03660	 0.03660	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-01-11	"S"	 0.49900	 0.49900	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-02-15	"B"	 0.12100	 0.12100	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-02-15	"S"	 0.44300	 0.44300	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-03-14	"B"	 0.18400	 0.18400	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-03-14	"S"	 0.38300	 0.38300	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-04-04	"B"	 0.08420	 0.08420	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-04-04	"S"	 0.50500	 0.50500	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-04-18	"B"	 0.13800	 0.13800	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-04-18	"S"	 0.82200	 0.82200	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-05-10	"B"	 0.11400	 0.11400	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-05-10	"S"	 0.51400	 0.51400	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-05-24	"B"	 0.05220	 0.05220	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-05-24	"S"	 0.42000	 0.42000	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-06-13	"B"	 0.06240	 0.06240	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-06-13	"S"	 0.14200	 0.14200	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-06-27	"B"	 0.02030	 0.02030	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-06-27	"S"	 0.00720	 0.00720	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-07-11	"B"	 0.00190	 0.00190	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-07-11	"S"	 0.00210	 0.00210	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-07-25	"B"	 0.00690	 0.00690	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-07-25	"S"	 0.00710	 0.00710	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-08-08	"B"	 0.00220	 0.00220	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-08-08	"S"	 0.00380	 0.00380	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-08-23	"B"	 0.00700	 0.00700	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-08-23	"S"	 0.02140	 0.02140	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-09-12	"B"	 0.00230	 0.00230	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-09-12	"S"	 0.00190	 0.00190	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-10-26	"B"	 0.16400	 0.16400	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-10-26	"S"	 0.12300	 0.12300	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-11-14	"B"	 0.05800	 0.05800	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-11-14	"S"	 0.04940	 0.04940	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-12-12	"B"	 0.01110	 0.01110	" "	""	NA	""	""	""	""	""
"CB5.1"	2005-12-12	"S"	 0.14100	 0.14100	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-01-10	"B"	 0.03190	 0.03190	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-01-10	"S"	 0.15000	 0.15000	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-02-07	"B"	 0.02370	 0.02370	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-02-07	"S"	 0.33600	 0.33600	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-03-06	"B"	 0.07810	 0.07810	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-03-06	"S"	 0.29300	 0.29300	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-04-03	"B"	 0.02260	 0.02260	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-04-03	"S"	 0.15700	 0.15700	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-04-18	"B"	 0.01840	 0.01840	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-04-18	"S"	 0.16300	 0.16300	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-05-08	"B"	 0.00760	 0.00760	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-05-08	"S"	 0.18700	 0.18700	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-05-22	"B"	 0.02040	 0.02040	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-05-22	"S"	 0.13900	 0.13900	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-06-05	"B"	 0.03010	 0.03010	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-06-05	"S"	 0.02480	 0.02480	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-06-19	"B"	 0.01060	 0.01060	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-06-19	"S"	 0.01290	 0.01290	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-07-11	"B"	 0.01650	 0.01650	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-07-11	"S"	 0.01340	 0.01340	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-07-25	"B"	 0.15500	 0.15500	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-07-25	"S"	 0.00170	 0.00170	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-08-14	"B"	 0.18860	 0.18860	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-08-14	"S"	 0.00250	 0.00250	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-08-28	"B"	 0.02990	 0.02990	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-08-28	"S"	 0.00430	 0.00430	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-09-18	"B"	 0.20600	 0.20600	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-09-18	"S"	 0.00340	 0.00340	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-10-16	"B"	 0.03330	 0.03330	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-10-16	"S"	 0.00690	 0.00690	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-11-14	"B"	 0.04890	 0.04890	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-11-14	"S"	 0.11400	 0.11400	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-12-11	"B"	 0.10400	 0.10400	" "	""	NA	""	""	""	""	""
"CB5.1"	2006-12-11	"S"	 0.19100	 0.19100	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-01-11	"B"	 0.05500	 0.05500	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-01-11	"S"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-02-12	"B"	 0.07190	 0.07190	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-02-12	"S"	 0.34200	 0.34200	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-03-12	"B"	 0.05740	 0.05740	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-03-12	"S"	 0.21100	 0.21100	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-04-09	"B"	 0.04300	 0.04300	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-04-09	"S"	 0.45500	 0.45500	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-04-23	"B"	 0.11200	 0.11200	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-04-23	"S"	 0.39800	 0.39800	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-05-08	"B"	 0.06710	 0.06710	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-05-08	"S"	 0.37100	 0.37100	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-05-21	"B"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-05-21	"S"	 0.26200	 0.26200	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-06-04	"B"	 0.07990	 0.07990	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-06-04	"S"	 0.12000	 0.12000	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-06-18	"B"	 0.01420	 0.01420	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-06-18	"S"	 0.00730	 0.00730	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-07-09	"B"	 0.00890	 0.00890	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-07-09	"S"	 0.00740	 0.00740	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-07-23	"B"	 0.01530	 0.01530	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-07-23	"S"	 0.00290	 0.00290	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-08-06	"B"	 0.10600	 0.10600	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-08-06	"S"	 0.00250	 0.00250	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-08-20	"B"	 0.00210	 0.00210	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-08-20	"S"	 0.00230	 0.00230	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-09-17	"B"	 0.21100	 0.21100	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-09-17	"S"	 0.04080	 0.04080	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-10-15	"B"	 0.05460	 0.05460	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-10-15	"S"	 0.02870	 0.02870	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-11-07	"B"	 0.05550	 0.05550	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-11-07	"S"	 0.10170	 0.10170	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-12-10	"B"	 0.02500	 0.02500	" "	""	NA	""	""	""	""	""
"CB5.1"	2007-12-10	"S"	 0.01020	 0.01020	" "	""	NA	""	""	""	""	""
